-16.250000 	 -16.250000 	 13.750000 	 13.750000 	 3.000000 	 338.000000 	 -10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104.000000 	 10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104.000000 
-30.202386 	 133.493929 	 0.048476 
-42.727719 	 96.710020 	 0.038391 
-23.522031 	 181.213164 	 0.111630 
39.436072 	 32.624576 	 0.227651 
17.303184 	 22.237689 	 0.365796 
-31.895721 	 310.810666 	 0.061110 
34.951819 	 140.967670 	 0.085231 
15.456894 	 283.231852 	 0.049764 
32.859366 	 41.221432 	 0.273583 
19.399701 	 25.852491 	 0.043173 
20.013133 	 278.276213 	 0.179528 
-34.238409 	 154.560854 	 0.066072 
-37.166828 	 61.085350 	 0.393975 
23.656424 	 283.449456 	 0.234829 
-36.322594 	 88.083221 	 0.175567 
16.695204 	 270.762557 	 0.199724 
18.269070 	 59.607654 	 0.426077 
39.020254 	 71.441648 	 0.074027 
47.711011 	 113.285513 	 0.026940 
-49.774513 	 125.683469 	 0.121381 
21.580406 	 9.193516 	 0.230337 
-44.943040 	 94.435976 	 0.022990 
23.292085 	 326.505482 	 0.099980 
41.507200 	 220.659705 	 0.433452 
-28.242401 	 218.432436 	 0.361756 
21.882506 	 67.674899 	 0.251495 
15.599848 	 250.066559 	 0.476168 
-26.052113 	 123.459437 	 0.183853 
-20.554080 	 189.683817 	 0.010473 
-28.867156 	 296.946250 	 0.262132 
-17.170442 	 165.999546 	 0.054493 
27.891008 	 115.582885 	 0.258439 
-21.582916 	 204.735591 	 0.523950 
-41.313783 	 162.830910 	 0.292009 
40.854311 	 280.908171 	 0.031815 
-48.853540 	 179.747986 	 0.107137 
-19.387208 	 19.127125 	 0.019021 
-20.797419 	 127.748543 	 0.293565 
24.891612 	 127.933885 	 0.243672 
-27.026533 	 298.697038 	 0.181600 
-26.676810 	 141.594024 	 0.232354 
-42.656895 	 14.402762 	 0.139674 
30.549663 	 206.719540 	 0.158335 
-23.159351 	 165.187761 	 0.220626 
-30.442062 	 25.362691 	 0.346368 
-41.197861 	 193.137572 	 0.461030 
-35.472490 	 76.769477 	 0.201082 
-49.158791 	 159.695201 	 0.112295 
40.972673 	 193.408153 	 0.017552 
-31.871620 	 216.242426 	 0.051374 
-47.984408 	 123.029196 	 0.204102 
43.848095 	 273.669333 	 0.052552 
-29.619205 	 221.602605 	 0.491189 
-28.716627 	 234.668820 	 0.437964 
-25.468851 	 197.345540 	 0.049569 
-34.407683 	 169.301904 	 0.493409 
-35.832156 	 293.085881 	 0.084842 
36.334581 	 314.144403 	 0.537818 
47.832829 	 219.341269 	 0.511456 
-35.433926 	 238.604850 	 0.489531 
20.936508 	 40.923538 	 0.428691 
35.742675 	 259.582255 	 0.057108 
-47.337345 	 283.547412 	 0.189768 
-41.325541 	 87.183161 	 0.022757 
37.667574 	 99.689317 	 0.093533 
49.788926 	 251.886917 	 0.547555 
-19.504770 	 108.474117 	 0.309932 
21.758142 	 212.673283 	 0.167113 
30.505825 	 162.263923 	 0.175334 
-27.191914 	 82.918150 	 0.159839 
20.376386 	 208.442097 	 0.073873 
28.959169 	 56.536685 	 0.124457 
-24.452119 	 122.058768 	 0.217974 
29.716791 	 47.162596 	 0.495642 
22.961933 	 316.468512 	 0.544072 
-48.618892 	 191.079117 	 0.224466 
-21.500021 	 267.885099 	 0.233348 
27.136776 	 222.448589 	 0.545719 
38.790556 	 115.815156 	 0.311344 
40.293087 	 200.833072 	 0.147211 
-16.674850 	 180.220124 	 0.214893 
35.577065 	 196.807748 	 0.482315 
49.880064 	 110.775727 	 0.399377 
-33.781026 	 264.820422 	 0.333931 
20.937343 	 265.180958 	 0.269571 
43.450669 	 22.448922 	 0.367517 
45.387209 	 6.118097 	 0.177551 
41.867633 	 202.460493 	 0.105900 
-29.249526 	 299.322290 	 0.097900 
18.689893 	 63.379604 	 0.343742 
21.949174 	 16.272785 	 0.378246 
42.175663 	 241.390753 	 0.042975 
18.527146 	 62.434694 	 0.326815 
-40.066083 	 101.829847 	 0.189302 
21.666473 	 162.081128 	 0.015732 
-31.444688 	 214.917157 	 0.355444 
30.619515 	 211.328299 	 0.193695 
-48.245739 	 40.957568 	 0.228236 
20.950853 	 150.945804 	 0.197175 
21.013810 	 285.339122 	 0.557386 
20.431561 	 198.468851 	 0.297868 
37.188011 	 273.292242 	 0.350802 
-25.023669 	 199.608384 	 0.065899 
-36.116959 	 242.257413 	 0.259691 
-33.644658 	 73.986946 	 0.258130 
-28.947822 	 5.229574 	 0.561107 
41.759486 	 153.890719 	 0.397878 
15.721398 	 19.647528 	 0.291264 
20.018772 	 193.217728 	 0.275432 
-22.113292 	 229.276223 	 0.131248 
37.929325 	 49.141260 	 0.022076 
-6.188754 	 2.236090 	 0.205959 
-23.152712 	 213.404656 	 0.276892 
-29.380462 	 236.374446 	 0.033027 
-39.280368 	 234.961138 	 0.439958 
21.169402 	 58.132415 	 0.469109 
31.435478 	 246.832062 	 0.317881 
-19.441102 	 207.236758 	 0.140250 
-44.225884 	 238.872791 	 0.123447 
38.378743 	 154.049559 	 0.043079 
20.121923 	 184.336439 	 0.071615 
30.073215 	 205.760956 	 0.484366 
-43.557290 	 186.763486 	 0.460022 
-36.266151 	 283.007750 	 0.095443 
-28.343242 	 250.644670 	 0.015429 
26.291989 	 31.619658 	 0.035940 
-31.218491 	 183.594944 	 0.233971 
38.950703 	 203.013277 	 0.208506 
16.200335 	 73.434430 	 0.206096 
27.291619 	 293.864639 	 0.412685 
33.374845 	 57.789213 	 0.542234 
45.382052 	 54.012640 	 0.222670 
16.259278 	 180.352003 	 0.051587 
27.879416 	 268.359388 	 0.157505 
34.058918 	 82.272139 	 0.126754 
32.824083 	 296.501828 	 0.078144 
40.338781 	 13.842376 	 0.203070 
-48.896486 	 42.729559 	 0.074967 
30.177564 	 240.177462 	 0.395925 
23.946171 	 186.752294 	 0.356982 
38.835180 	 199.566041 	 0.020334 
-23.220431 	 222.364421 	 0.083881 
43.719567 	 186.793545 	 0.197334 
23.806011 	 152.612051 	 0.458789 
-49.869339 	 41.514579 	 0.013647 
-29.824328 	 169.701433 	 0.220613 
-25.404383 	 67.158287 	 0.176183 
-36.861735 	 95.474937 	 0.045079 
13.939945 	 106.357560 	 0.294513 
-21.683349 	 102.582601 	 0.297627 
-18.812382 	 217.344892 	 0.356515 
39.607572 	 164.471012 	 0.190811 
-49.879103 	 232.147159 	 0.257733 
-38.884607 	 253.991360 	 0.283741 
41.900506 	 131.706651 	 0.476171 
-47.563943 	 204.021131 	 0.125634 
-27.425431 	 277.488650 	 0.239661 
34.573405 	 99.117139 	 0.142233 
-42.154614 	 296.591026 	 0.046731 
-29.589828 	 136.113398 	 0.268851 
44.388086 	 56.392247 	 0.339870 
49.997976 	 333.477324 	 0.376893 
-17.462773 	 174.298127 	 0.040658 
42.155655 	 65.987183 	 0.025672 
-20.558621 	 237.790888 	 0.304541 
40.774530 	 293.070771 	 0.083895 
-43.631832 	 206.205486 	 0.019694 
-38.360841 	 114.603040 	 0.409508 
-32.207297 	 102.530495 	 0.097084 
18.136176 	 114.427838 	 0.014103 
40.778022 	 158.738672 	 0.140461 
33.390653 	 16.268481 	 0.153852 
49.504205 	 138.291001 	 0.494565 
41.778227 	 309.395396 	 0.067445 
28.864377 	 140.309799 	 0.557948 
-31.108591 	 29.324552 	 0.017959 
22.150404 	 106.462268 	 0.435051 
22.367938 	 43.609682 	 0.142702 
40.980690 	 244.785278 	 0.325474 
-23.731299 	 175.351657 	 0.255133 
-16.775544 	 47.869465 	 0.454971 
34.402857 	 219.243639 	 0.330549 
39.497275 	 103.338890 	 0.155463 
15.326945 	 190.691938 	 0.420666 
-30.707375 	 288.449078 	 0.439618 
-39.192435 	 108.050372 	 0.123448 
-25.431558 	 49.370575 	 0.277709 
-47.964185 	 337.008427 	 0.204489 
-48.231348 	 267.400596 	 0.406161 
23.578357 	 116.168218 	 0.334149 
-33.218966 	 8.287209 	 0.446717 
36.385084 	 280.896582 	 0.266044 
-38.824901 	 235.162689 	 0.511110 
34.375587 	 76.782905 	 0.382822 
39.585311 	 330.921811 	 0.449125 
29.490616 	 318.368725 	 0.308640 
31.581037 	 88.493373 	 0.532476 
-39.776460 	 202.078195 	 0.405239 
-37.309051 	 195.604055 	 0.162971 
34.782537 	 321.522951 	 0.094474 
-39.451690 	 68.574664 	 0.172428 
-47.077134 	 181.899308 	 0.012845 
-31.468509 	 131.344077 	 0.075533 
-32.355618 	 282.820359 	 0.021862 
-40.822142 	 307.751391 	 0.533326 
-21.448976 	 286.941261 	 0.236716 
-42.194501 	 95.576114 	 0.319327 
24.004284 	 97.295355 	 0.029954 
47.967968 	 133.414525 	 0.286078 
-43.094886 	 22.735398 	 0.159030 
16.292588 	 133.149801 	 0.443766 
-32.056992 	 207.518796 	 0.011675 
-45.361403 	 90.806223 	 0.175319 
20.291548 	 180.217293 	 0.183242 
45.496119 	 16.792555 	 0.158252 
22.540989 	 77.331751 	 0.033505 
23.415089 	 91.699671 	 0.403005 
29.603908 	 104.713889 	 0.105594 
33.420975 	 152.825478 	 0.187502 
42.793840 	 34.941527 	 0.273951 
47.452144 	 9.422942 	 0.321673 
23.828233 	 16.441534 	 0.341954 
49.754899 	 197.610858 	 0.274287 
31.108054 	 324.564117 	 0.381067 
-21.201232 	 198.207920 	 0.124988 
44.405269 	 9.684119 	 0.022763 
46.713660 	 65.914473 	 0.010508 
