-3.052768e+01	2.036447e+01	9.620888e+00	-1.785828e-03	4.181829e-03	1.061306e-03
5.553717e+00	-3.544085e+00	2.666290e+00	2.519058e-04	-1.338004e-04	1.792689e-03
4.514993e+01	-1.384286e+01	1.404003e+01	-1.715296e-03	-9.729699e-03	-7.829498e-04
1.167372e+01	-5.574843e+00	-5.856496e+00	1.448771e-03	1.926219e-03	-1.316704e-03
8.179002e+00	-2.693479e+00	-3.117137e+00	5.601438e-04	-4.684075e-04	-1.593169e-03
-2.202209e+01	1.395822e+01	-9.490604e+00	-2.244937e-03	1.387761e-03	2.739619e-04
4.763154e+00	9.154247e+00	3.575061e+00	2.678424e-03	-1.818945e-03	1.642478e-04
-5.789461e+00	2.578096e+01	8.660345e+00	1.240385e-03	-7.868538e-04	2.953652e-03
4.723708e+01	-5.177348e+00	-5.495838e+00	-8.716976e-04	-1.092513e-02	1.014102e-03
-4.111073e+00	-4.895629e+01	-1.015474e+01	5.377461e-03	-5.909106e-04	2.096788e-03
3.398493e+01	-3.690581e+01	3.039626e+00	4.754610e-03	-5.972427e-03	2.641788e-03
2.788378e+01	1.345055e+01	3.934038e+00	2.234364e-03	-6.229313e-03	-4.303973e-04
1.808966e+01	-7.793706e+00	1.432006e+00	-2.124937e-03	-3.708321e-03	-9.554143e-04
4.261895e+01	3.300524e+01	-4.632781e+00	-6.001583e-03	-1.013262e-02	-6.160854e-04
1.474351e+01	-1.277440e+01	-3.870635e+00	-1.423149e-04	6.211850e-04	1.323372e-03
4.136179e+01	-4.527690e+01	-8.067620e+00	1.273617e-03	-7.701000e-03	-8.962570e-04
7.038418e+00	1.011856e+01	-1.515370e-01	2.212074e-03	-1.218860e-03	9.158286e-04
-2.692000e+01	1.855742e+00	-9.565642e+00	6.877680e-03	5.018853e-03	2.909060e-03
3.860205e+01	-3.244387e+01	-1.957649e+01	-2.243291e-03	-5.632952e-03	-2.900611e-04
4.640399e+01	3.698921e+01	1.240156e+01	-1.279269e-03	-9.866579e-03	5.724833e-04
1.311519e+01	-2.473841e+00	1.123823e+01	-3.842033e-03	-3.152111e-03	-2.419988e-03
3.472717e+01	6.924130e+00	1.318336e+01	1.025424e-03	-5.147756e-03	-6.621757e-04
-3.758167e+00	3.211258e+00	-5.694758e-01	1.031363e-03	6.328696e-04	3.725748e-05
2.644251e+01	2.535250e+01	-3.849186e+00	-4.070994e-03	-5.133785e-03	4.071446e-05
2.983260e+01	-4.425637e+01	-2.804078e+00	-7.112762e-03	-6.993329e-03	5.605549e-04
4.298259e+01	-4.274732e+01	-1.221867e+01	-5.847280e-04	-8.352135e-03	1.592893e-03
4.378898e+01	-3.414599e+01	1.741828e+00	7.908802e-03	-7.722100e-03	4.206661e-05
-2.663775e+01	4.620226e+01	-1.293146e+00	-5.238458e-03	5.328660e-03	6.572510e-04
2.811848e+01	-3.735576e+01	-8.648555e+00	5.694012e-03	-2.780123e-03	6.643151e-04
7.387649e+00	2.458227e+00	-1.835732e+01	9.450955e-04	-9.317330e-04	4.813506e-04
3.203277e+01	1.289810e+00	9.419086e-03	-2.586208e-03	-5.995663e-03	-9.772300e-04
-2.506268e+01	-2.972385e+01	-1.583297e+00	2.198638e-03	6.793519e-03	2.089009e-03
-4.629061e+01	-3.809769e+01	-4.231686e+00	-2.958420e-03	5.861192e-03	-2.109515e-03
2.539837e+01	-1.892273e+01	8.637095e+00	-1.138962e-03	-4.451735e-03	-4.200011e-04
-3.109161e+01	3.347814e+01	4.128298e+00	-1.798102e-03	4.831646e-03	-1.092095e-03
-2.134348e+01	3.561722e+01	7.245327e+00	-1.987360e-03	4.400649e-03	1.302040e-03
3.538994e+01	-2.564705e+01	5.913307e+00	-2.225388e-03	-1.012942e-02	1.078133e-03
3.786318e+01	-1.928022e+01	6.438669e+00	-2.529338e-03	-7.033297e-03	-1.345786e-04
-2.007494e+01	9.871518e+00	1.901028e+00	-3.662114e-04	2.261240e-03	-2.428061e-04
-1.447861e+01	9.935410e+00	5.159071e+00	-1.866904e-04	-1.544821e-04	-1.369638e-04
4.457889e+01	2.297314e+01	-2.187275e+00	-7.215645e-03	-8.499285e-03	2.196598e-03
6.970217e+00	-3.921134e+01	6.310012e+00	1.184254e-03	8.226554e-04	-6.460163e-04
2.461838e+01	8.263061e+00	-1.412671e+01	-5.102777e-03	-4.691707e-03	-3.656341e-03
1.975841e+01	3.622985e+01	1.908507e+00	2.820382e-03	-2.912223e-03	2.994156e-03
3.123015e+01	2.396310e+00	1.130186e+01	1.554159e-03	-6.099162e-03	-2.069721e-03
-4.523319e+01	3.480633e+01	-1.062623e+01	-4.438480e-03	5.726906e-03	-2.697053e-03
9.882078e+00	-3.723522e-02	-8.580776e+00	1.965965e-03	4.790189e-04	-5.762989e-05
4.542166e+00	-2.965871e+00	9.210250e+00	2.876841e-03	-1.380286e-03	-2.005031e-03
2.054053e+01	2.383755e+01	-1.550709e+01	-2.085577e-03	-1.324133e-03	3.654795e-04
4.053178e+01	-1.922489e+01	-1.273642e+00	-3.540770e-03	-7.890846e-03	-3.056885e-03
-4.012578e+01	1.506205e+00	-5.193895e+00	2.730953e-03	8.133024e-03	1.183475e-03
4.683553e+01	-1.017349e+01	7.093081e+00	-2.132098e-03	-9.272853e-03	5.816255e-04
-7.050648e+00	-8.579178e+00	-5.661237e+00	-1.986606e-03	7.814428e-04	2.148304e-03
4.573443e+01	2.636860e+01	9.134074e+00	-2.350011e-03	-1.105161e-02	-2.436319e-04
-1.263254e+01	2.036432e+01	1.508061e+01	-3.960072e-03	2.444315e-03	-2.345061e-03
4.150196e+01	-2.148512e+01	8.438402e+00	-2.593823e-03	-1.012447e-02	-1.016648e-03
3.060040e+01	3.693902e+01	6.551505e+00	1.048957e-04	-4.329053e-03	2.966062e-04
1.331834e+01	2.784360e+01	-3.469128e+00	1.163198e-03	-9.480164e-04	1.032905e-03
3.332992e+01	-3.985099e+01	-4.722795e+00	4.571141e-03	-5.395270e-03	2.589166e-03
1.266184e+00	-3.002940e+01	-1.241062e+01	-1.026426e-03	-9.241354e-04	-4.487034e-04
3.002735e+01	-1.501682e+01	-6.437275e+00	-3.896064e-03	-2.287194e-03	7.273571e-04
1.381219e+01	7.075449e+00	1.844535e+01	-1.299519e-03	-4.065055e-04	-8.193041e-07
4.165909e+01	-7.046617e+00	-1.531275e+01	-8.638341e-03	-8.205931e-03	-3.424934e-03
4.855861e+01	-2.014398e+01	1.568426e+00	-3.615544e-03	-9.496858e-03	-6.333499e-05
-1.057011e+00	1.091150e+01	-9.515526e+00	1.368414e-03	7.639167e-04	-1.051501e-03
2.108626e+01	-1.020585e+01	4.115944e+00	-2.656474e-03	-4.723527e-03	-2.050001e-04
2.364274e+01	-1.115961e+01	2.078050e+01	-2.965936e-03	-4.174870e-03	-3.104521e-03
-3.002696e+01	-4.652442e+01	-8.702944e+00	-1.666102e-03	3.856327e-03	3.846452e-03
3.406596e+01	-4.831387e+01	-1.648071e+01	1.825734e-04	-5.528876e-03	-3.188365e-03
1.465094e+01	-4.407472e+01	9.612840e+00	1.624631e-03	-1.131528e-03	-2.429415e-03
-3.793566e+01	2.791757e+01	-1.168024e+00	-4.808590e-03	7.184091e-03	-1.529925e-03
4.613143e+01	3.704070e+01	7.178267e+00	-1.059726e-03	-9.058159e-03	1.870666e-03
-1.028482e+01	1.232209e+01	8.158808e-01	8.604384e-05	5.355333e-04	5.620092e-04
-3.436683e+01	2.839356e+01	5.161539e-01	-3.139245e-03	4.900301e-03	-5.167175e-04
2.686325e+00	-3.987362e+00	5.478494e+00	-1.434133e-03	-1.699916e-04	2.380213e-03
-6.541145e-01	1.327429e+01	-5.476858e+00	2.898892e-03	3.085882e-04	3.911179e-04
-1.707702e+01	-4.932655e+01	-4.690435e+00	-1.840891e-03	1.353250e-03	2.754843e-03
-4.314205e+01	-7.710240e+00	3.051623e+00	5.496304e-03	8.447319e-03	-1.159163e-03
2.432981e+01	-2.852049e+01	-1.520939e+01	-6.289854e-03	-4.752933e-03	-5.017039e-04
-3.853854e+01	-4.414091e+00	6.278065e+00	-1.930007e-03	7.069264e-03	-3.009494e-03
-3.866971e+01	-4.125771e+01	-1.139261e+01	2.024236e-03	7.868493e-03	-1.955716e-03
-1.149837e+01	4.187307e+01	-3.300729e+00	-2.228301e-03	1.990807e-03	2.853951e-04
1.173103e+01	-4.751107e+01	-4.420638e+00	1.355765e-03	-1.082942e-03	-5.171649e-04
1.821853e+01	-1.208011e+01	7.542513e+00	-2.203716e-03	-4.093173e-03	-5.858657e-04
-2.813610e+01	-3.195169e+00	3.944817e+00	5.701913e-03	4.363286e-03	-6.073475e-04
-4.901057e+01	4.060794e+00	-8.900974e+00	4.816680e-03	1.290393e-02	4.579459e-04
4.271150e+01	-5.050071e+00	7.531013e+00	-8.426037e-04	-7.890750e-03	-1.050105e-05
1.457716e+01	4.665358e+00	1.190416e+01	4.246009e-04	-3.312188e-03	-8.703667e-04
-7.499623e+00	-1.865663e+01	-1.446065e+01	2.933062e-03	2.730018e-03	6.997357e-04
-2.998338e+01	1.540208e+01	1.028627e+01	-2.086712e-03	4.218483e-03	1.652329e-03
-1.520122e+01	-3.242826e+00	1.653086e+00	-3.323078e-04	3.112017e-03	-3.325666e-04
2.848059e+01	2.373243e+01	-1.203806e+01	-2.065829e-03	-4.522021e-03	-4.939554e-04
4.453989e+01	2.664779e+00	-4.293668e+00	-3.162096e-03	-7.605427e-03	6.264787e-04
3.219918e+00	2.490244e+01	2.223712e+01	5.416132e-03	5.353877e-04	4.293494e-04
1.924613e+01	4.521972e+01	-4.289991e+00	-2.501630e-03	-2.428219e-03	1.333382e-03
4.902311e+01	-1.080727e+01	-2.422790e+00	-3.186168e-04	-9.860553e-03	9.746488e-04
3.962252e+01	-2.785241e+00	4.007627e+00	-1.384933e-03	-6.699379e-03	-2.062982e-04
1.545106e+01	9.651561e+00	-1.237849e+01	5.529800e-04	1.803218e-03	1.774506e-04
-3.615054e+01	-8.733677e+00	-1.570496e+01	2.564365e-03	9.889320e-03	-2.171472e-03
-3.966846e+01	2.249873e+01	1.047862e+01	2.339634e-04	1.171918e-02	-1.869143e-03
4.934314e+00	1.756633e+01	-4.842425e-01	4.748553e-03	-2.875504e-03	1.697119e-03
-1.343323e+01	1.843541e+01	5.842411e+00	-2.161757e-03	1.841321e-03	3.284928e-03
4.088255e+01	-3.686940e+00	5.926871e-01	-2.043518e-03	-7.533231e-03	-2.121201e-03
-1.434873e+01	-4.795511e+01	-8.106788e+00	-8.171632e-04	2.812520e-03	6.911010e-04
-4.132449e+01	4.026623e+00	6.395145e+00	3.951574e-03	7.121453e-03	-9.780614e-05
-1.653910e+01	8.658845e+00	1.930107e+00	2.433711e-03	3.327316e-03	8.708389e-04
1.798440e+00	-1.133763e+01	6.396422e+00	-3.987809e-03	1.925497e-03	9.031037e-04
3.435358e+01	4.213784e+01	6.124004e+00	-8.031165e-03	-9.335305e-03	4.746045e-04
1.285423e+01	4.010912e+01	5.354246e+00	6.377370e-04	-2.556641e-03	1.364359e-03
1.184188e+00	-2.275402e+01	1.355188e+01	-2.716375e-03	-1.426798e-03	-3.874277e-03
3.385809e+01	-3.035575e+01	-5.385017e+00	2.567800e-03	-1.312855e-03	-1.212762e-03
-1.355639e+00	-2.423310e+01	-2.115696e-01	-1.182387e-03	8.601509e-04	8.265979e-04
3.187277e+01	-2.180246e+01	7.044856e+00	-5.413194e-03	-6.153737e-03	-3.018161e-03
-3.247449e+01	3.975596e+01	1.129296e+01	1.326564e-03	8.254836e-03	-2.321251e-03
-4.926409e+01	1.820422e+01	1.145971e+01	-1.082873e-03	6.875793e-03	3.113489e-03
4.986134e+01	-3.930824e+01	6.789928e+00	-3.950808e-03	-9.560424e-03	-2.069591e-04
4.537688e+01	6.880324e-01	-1.054952e+01	1.991200e-03	-7.600459e-03	-7.490456e-04
-4.430346e+01	3.734181e+01	-2.850526e+00	-4.555152e-03	1.234882e-02	-2.775147e-03
1.184612e+01	-2.132408e+01	-6.181933e+00	8.134395e-04	-6.650644e-04	-8.613588e-04
-3.621849e+01	1.173874e+01	5.527795e+00	-4.718459e-04	6.666071e-03	2.496536e-03
