1475.000000	17.643242	1475.000000	8.629414
1784.750000	20.667291	1784.750000	10.309395
2124.000000	24.238170	2124.000000	12.731140
2492.750000	28.262462	2492.750000	15.663813
2891.000000	41.189806	2891.000000	17.607956
3318.750000	43.574753	3318.750000	20.787201
3776.000000	50.229327	3776.000000	25.354450
4262.750000	58.203767	4262.750000	28.570127
4779.000000	65.997617	4779.000000	30.524536
5324.750000	81.715403	5324.750000	35.466182
